text,sentiment,label,text_clean
"#Tetyeuthuong, chúc BIDV cùng toàn thể mọi người có một năm mới an khang,thịnh vượng, vui vẻ, ấm cúng. :-) :-) :-) Chúc BIDV sinh nhật 60 tuổi phát tài- phát lộc.",positive,2,"tetyeuthuong , chúc bidv cùng toàn_thể mọi người có một năm mới an_khang , thịnh_vượng , vui_vẻ , ấm_cúng . : - ) : - ) : - ) chúc bidv sinh_nhật 60 tuổi phát_tài - phát_lộc ."
đây là chiêu trò của bidv chiêu trò câu like rẻ rách của những thằng từng làm đầy đủ hêt các bước biện minh là sử dụng auto,negative,0,đây là chiêu_trò của bidv chiêu_trò câu like rẻ_rách của những thằng từng làm đầy_đủ hêt các bước biện_minh là sử_dụng auto
"Hay, hoành tráng và tự hào BIDV!",positive,2,"hay , hoành_tráng và tự_hào bidv !"
Da e cam on anh chi,positive,2,da e cam_on anh chi
Tiệc ích cho những người hay đi du lịch nhỉ,positive,2,tiệc_ích cho những người hay đi du_lịch nhỉ
Quá đẹp!,positive,2,quá đẹp !
Ghi ro roi ma van may cai lap trinh san de tra loi khach hang ntn sao,negative,0,ghi_ro roi_ma van may cai_lap trinh_san de_tra loi khach hang ntn sao
Lam on.tot che xau khoe ha,negative,0,lam on.tot che xau khoe ha
"# Tetyeuthuong chúc tất cả các anh chị công tác tại Bidv năm mới 2017 dồi dào sức khỏe, thành đạt",positive,2,"tetyeuthuong chúc tất_cả các anh_chị công_tác tại bidv năm mới 2017 dồi_dào sức_khỏe , thành_đạt"
"Thế Bảo mình Biên Hoà nè,bữa lên gdich nói mà mấy e gdich có vẻ ko tin nên mình mang lên trả lại,mìh thấy còn nhiều lich dư, thay vì nv xử lý khéo đổi ngay cho khách... Cả mấy người cứ nhìn mìh ko nói ghét bõ về luôn",negative,0,"thế bảo mình biên_hòa nè , bữa lên gdich nói mà mấy e_gdich có_vẻ không tin nên mình mang lên trả lại , mìh thấy còn nhiều lich_dư , thay_vì nv xử_lý khéo_đổi ngay cho khách . cả mấy người cứ nhìn mìh không nói ghét_bõ về luôn"
Nôi thi dễ ma hoi thi nơi đủ thứ,negative,0,nôi thi dễ ma_hoi thi nơi đủ thứ
"Mình cũng thích sản phẩm,dịch vụ kủa bidv",positive,2,"mình cũng thích sản_phẩm , dịch_vụ kủa bidv"
lừa đảo nạp 50k có được cứt đâu...xuất ngày đăng thông tin lừa,negative,0,lừa_đảo nạp 50 k có được cứt đâu . xuất ngày đăng thông_tin lừa
"Tổng đài viên rep lại giùm mình : Ngày 23 khách hàng chuyển khoản cho mình số tiền là 200.000 vnd, sau khi chuyển khách báo lại mình và mình kiểm tra thì không thấy tiền nhảy cũng như lịch sử giao dịch không có, đến chiều mình báo lại thì ngày hôm sau khách lại chuyển tiếp 1 lần nữa và mình kiểm tra thì thấy có và lịch sử cũng có. Ngày hôm nay kiểm tra lại thì trong lịch sử có đến 3 giao dịch cùng của khách hàng này ( 1 giao dịch ngày 23 và 2 giao dịch ngày 24 và cùng 1 số tiền) . Trong khi mình chỉ nhận được tiền có 1 lần thì tại sao lại có đến 3 giao dịch ( VNMB - 0715483 + VNMB - 0715519 + VNMB - 0722616 ) giờ khách điện thoại báo mình chuyển khoản lại 400k. Đây chỉ là số tiền nhỏ nhưng đối với các giao dịch lớn thì làm sao, Vietcombank làm ăn thế có phải chết người không. Thêm một vấn đề nữa là gần đây phần "" sao kê tài khoản "" cập nhật thông tin giao dịch rất bực mình,  hôm nay khách chuyển khoản thì số dư tăng trong khi lịch sử lại không có ( chỉ hiển thị các giao dịch từ trước ), mãi đến hôm sau mới có thông tin giao dịch, nếu có 10 khách cũng chuyển cùng 1 số tiền như nhau thì mình phải giải quyết ra sao với các đơn hàng của mình đây. Mất đi một khách hàng đối với các bạn không là gì nhưng mà vẫn phải nói ra những lời lẽ bực mình này. Các bạn có thể nhận đó là một góp ý hoặc không cũng được.",negative,0,"tổng đài_viên trả_lời lại giùm mình : ngày 23 khách_hàng chuyển_khoản cho mình số tiền là 200.000 vnd , sau khi chuyển khách báo lại mình và mình kiểm_tra thì không thấy tiền nhảy cũng như lịch_sử giao_dịch không có , đến chiều mình báo lại thì ngày hôm sau khách lại chuyển_tiếp 1 lần nữa và mình kiểm_tra thì thấy có và lịch_sử cũng có . ngày hôm_nay kiểm_tra lại thì trong lịch_sử có đến 3 giao_dịch cùng của khách_hàng này ( 1 giao_dịch ngày 23 và 2 giao_dịch ngày 24 và cùng 1 số tiền ) . trong khi mình chỉ nhận được tiền có 1 lần thì tại_sao lại có đến 3 giao_dịch ( vnmb - 0715483 + vnmb - 0715519 + vnmb - 0722616 ) giờ khách điện_thoại báo mình chuyển_khoản lại 400 k . đây chỉ là số tiền nhỏ nhưng đối_với các giao_dịch lớn thì làm_sao , vietcombank làm_ăn thế có phải chết người không . thêm một vấn_đề nữa là gần đây phần "" sao kê tài_khoản "" cập_nhật thông_tin giao_dịch rất bực_mình , hôm_nay khách chuyển_khoản thì số_dư tăng trong khi lịch_sử lại không có ( chỉ hiển_thị các giao_dịch từ trước ) , mãi đến hôm sau mới có thông_tin giao_dịch , nếu có 10 khách cũng chuyển cùng 1 số tiền như nhau thì mình phải giải_quyết ra sao với các đơn hàng của mình đây . mất đi một khách_hàng đối_với các bạn không là gì nhưng_mà vẫn phải nói ra những lời_lẽ bực_mình này . các bạn có_thể nhận đó là một góp_ý hoặc không cũng được ."
Mìh thích BIDV NHẤT❤️❤️❤️,positive,2,mìh thích bidv nhất : red_heart : : red_heart : : red_heart :
Thằng BiDV số đươngf dây nóng chặn số người gọi và không bao giờ nghe máy tuyển chúng nó làm việc làm gì,negative,0,thằng bidv số đươngf dây_nóng chặn số người gọi và không bao_giờ nghe máy_tuyển chúng_nó làm_việc làm gì
# Tetyeuthuong Chuc toàn thể cán bộ nhân viên BIDV năm mới sức khoẻ lam ăn phát đạt,positive,2,tetyeuthuong chuc toàn_thể cán_bộ nhân_viên bidv năm mới sức khỏe_lam ăn_phát đạt
Nhân viên ở Tiền Hải chán quá khiến mình k muốn gửi tk ở đó,negative,0,nhân_viên ở tiền hải_chán quá khiến mình không muốn gửi tài_khoản ở đó
"Bên mình coi inbox k vậy, k thấy trả lời, dki báo về dt, àm ck online k báo về, sao ck. Làm ăn kỳ cục quá",negative,0,"bên mình coi inbox không vậy , không thấy trả_lời , dki báo về dt , àm ck online không báo về , sao ck . làm_ăn kỳ_cục quá"
# Tetyeuthuong Chúc BIDV một năm mới phát triển và thịnh vượng và ngày càng thành công,positive,2,tetyeuthuong chúc bidv một năm mới phát_triển và thịnh_vượng và ngày_càng thành_công
Hay dong hanh cung vietcombank,positive,2,hay dong hanh cung vietcombank
Thủ tục vay thế chấp sổ dỏ bidv rườm rà đòi hỏi phức tạp,negative,0,thủ_tục vay thế_chấp sổ dỏ bidv rườm_rà đòi_hỏi phức_tạp
# tetyeuthuong chúc gia đình Bidv năm mới thành công an khang thịnh vượng phát tài phát lộc ^^,positive,2,tetyeuthuong chúc gia_đình bidv năm mới thành_công_an khang_thịnh_vượng phát_tài phát lộc ^ ^
công nhận .hẹn 1 kiểu lm  1 kiểu,negative,0,công_nhận . hẹn 1 kiểu lm 1 kiểu
Tks ad.,positive,2,cảm_ơn ad .
# Tetyeuthuong Chúc gia đình BIDV thành công trong năm mới,positive,2,tetyeuthuong chúc gia_đình bidv thành_công trong năm mới
"Bạn nên làm thẻ credit, đừng làm debit. Mình dùng thẻ debit của vcb, tết vừa rồi bị hack mất 28 triệu trong tài khoản mà đến giờ vcb đã giải quyết cho mình đâu. Bực mình!",negative,0,"bạn nên làm thẻ_credit , đừng làm debit . mình dùng thẻ debit của vcb , tết vừa_rồi bị hack mất 28 triệu trong tài_khoản mà đến giờ vcb đã giải_quyết cho mình đâu . bực_mình !"
Chúc Bidv có 1 năm mới an khang thịnh vượng phát tài phát lộc và hạnh phúc và thành công cuộc sống mới,positive,2,chúc bidv có 1 năm mới an_khang thịnh_vượng phát_tài phát_lộc và hạnh_phúc và thành_công cuộc_sống mới
Ok ad. Mình mới đi làm thẻ xog. Hoàn toàn miễn phí nha mọi người. Cảm ơn Vietcombank.,positive,2,ok ad . mình mới đi làm thẻ_xog . hoàn_toàn miễn_phí nha mọi người . cảm_ơn vietcombank .
"# Tetyeuthuong chúc tất cả cán bộ, nhân viên BIDV đón tết vui vẻ, mạnh khỏe và hạnh phúc",positive,2,"tetyeuthuong chúc tất_cả cán_bộ , nhân_viên bidv đón tết vui_vẻ , mạnh_khỏe và hạnh_phúc"
"# Tetyeuthuong Chúc BIDV và tất cả mọi người năm mới an khang, thịnh vượng, vạn sự như ý ....",positive,2,"tetyeuthuong chúc bidv và tất_cả mọi người năm mới an_khang , thịnh_vượng , vạn_sự như_ý ."
Cảm ơn adm.,positive,2,cảm_ơn adm .
Chúc BIDV năm mới ngày càng thành công và phát triển nhé,positive,2,chúc bidv năm mới ngày_càng thành_công và phát_triển nhé
"# Tetyeuthuong Chúc BIDV ngày càng phát triển thịnh vượng,luôn là ngân hàng tiên phong về giá trị bền vững- đảm bảo an toàn- sự tin cậy và in đậm dấu ấn trong lòng khách hàng.",positive,2,"tetyeuthuong chúc bidv ngày_càng phát_triển thịnh_vượng , luôn là ngân_hàng tiên_phong về giá_trị bền_vững - đảm_bảo an_toàn - sự tin_cậy và in đậm dấu_ấn trong lòng khách_hàng ."
Mình đăng kí dịch vụ báo tin nhắn về điện thoại lâu nay rút tiền chuyển tiền đều báo vào điện thoại nhưng giao này ko báo là sao nhỉ . mọi người gửi tiền đt ko báo gì cả.,negative,0,mình đăng_kí dịch_vụ báo tin_nhắn về điện_thoại lâu_nay rút_tiền chuyển tiền đều báo vào điện_thoại nhưng giao này không báo là sao nhỉ . mọi người gửi tiền đt không báo gì cả .
#Tetyeuthuong Cung chúc BIDV một năm mới phát triển thịnh vượng an khang Công Tử Quân Chan Que Đức Quý Lê,positive,2,tetyeuthuong cung_chúc bidv một năm mới phát_triển thịnh_vượng an khang_công_tử quân_chan que_đức quý_lê
Oh nhiều ưu đãi tuyệt vời quá,positive,2,oh nhiều ưu_đãi tuyệt_vời quá
Vietcom nên coi lại tổng đài goi thi k dc.vietcombank chi nhánh phú cụ thể đường hùng vương tp tuy hòa.làm việc rất mất lịch sự từ nhân viên giao dịch tên hằng và quản lý.ngày 17/11/2016 vừa qua tôi và bố tôi xuống 3 lần mới đổi được gmail.buổi sán g tôi đem giấy tờ xuống nhờ kiểm tra lại gmail.15p sau giao dịch hằng kiểm tra xong nói phải có chủ thẻ mới làm lớn tuổi nên đi lại khó khăn nên tôi có đem giấy tờ chứng mình la con ruột nhưng k dc.chiều đó tôi chở bố tôi xuống chờ 20p để giải quyết 2 khách hàng tôi thấy cách làm việc chậm chạp không chú tâm xử lý cv.nóng ruột nên mới hỏi có cần ghi giấy tờ để kiểm tra gmail làm thẻ.chỉ để lát làm cho nhanh. Thì nói vui lòng chờ giao dịch 2 khách hàng xong đã mới trả lời.20p sau đến lượt bố con tôi. Chị ta đưa 3 tờ giấy bắt ghi lại gmail thong tin và ký ghi họ tên. Bố tôi quên đem theo kính nên ký ghi thông tin nhờ tôi ghi lại gmail vì chữ nhỏ không thì chị ta khó chịu bắt bố tôi phải ghi.khi tôi bực mình thái độ cô ta lớn tiếng nói thì quản lý với vẻ mặt khó chịu nóí gì đó với chị ta chứ không ra giải quyết cho tôi.1 lúc sau chị ta nói không nhìn thấỵ ghi thì đem về ghi rồi xuống nộp.may nhà gần nên chở về lấy kính để ghi mất 10p sau mới xong giấy tờ. Có kiểm tra thay đôỉ mail không mà rắc rối.nv.qly thái độ không tốt.thua xa các ngân hàng khác.người lớn tuổi làm gì thấy ngỏ ghi ký ghi họ tên được là mừng rồi đằng này gây khó dễ.quy tắc cứng nhắc.tởn tới già không giao dịch ở vietcom nữa,negative,0,vietcom nên coi lại tổng_đài goi thi không dc.vietcombank chi_nhánh phú cụ_thể đường hùng_vương tp tuy hòa . làm_việc rất mất lịch_sự từ nhân_viên giao_dịch tên hằng và quản_lý . ngày 17/11/2016 vừa_qua tôi và bố tôi xuống 3 lần mới đổi được gmail . buổi sán g tôi đem giấy_tờ xuống nhờ kiểm_tra lại gmail . 15 p sau giao_dịch hằng kiểm_tra xong nói phải có chủ thẻ mới làm lớn_tuổi nên đi_lại khó_khăn nên tôi có đem giấy_tờ chứng mình la con ruột nhưng không dc . chiều đó tôi chở bố tôi xuống chờ 20 p để giải_quyết 2 khách_hàng tôi thấy cách làm_việc chậm_chạp không chú_tâm xử_lý cv . nóng_ruột nên mới hỏi có cần ghi giấy_tờ để kiểm_tra gmail làm thẻ . chỉ để lát làm cho nhanh . thì nói vui_lòng chờ giao_dịch 2 khách_hàng xong đã mới trả_lời . 20 p sau đến lượt bố_con tôi . chị ta đưa 3 tờ giấy bắt ghi lại gmail thong_tin và ký ghi họ tên . bố tôi quên đem theo kính nên ký ghi thông_tin nhờ tôi ghi lại gmail vì chữ nhỏ không thì chị ta khó_chịu bắt bố tôi phải ghi.khi tôi bực_mình thái_độ cô ta lớn_tiếng_nói thì quản_lý với vẻ mặt khó_chịu nói gì đó với chị ta chứ không ra giải_quyết cho tôi . 1 lúc sau chị ta nói không nhìn thấỵ ghi thì đem về ghi rồi xuống nộp . may nhà gần nên chở về lấy kính để ghi mất 10 p sau mới xong giấy_tờ . có kiểm_tra thay_đổi mail không mà rắc_rối . nv.qly thái_độ không tốt . thua xa các ngân_hàng khác . người lớn_tuổi làm gì thấy ngỏ ghi ký ghi họ tên được là mừng rồi đằng này gây khó_dễ . quy_tắc cứng_nhắc . tởn tới già không giao_dịch ở vietcom nữa
"Vào lúc: 11h21' ngày 06/09/2016 đã trừ của tôi 22.000đ tiền phí làm lại thẻ, trong khi đó tôi phải chạy đi chạy lại để làm lại thẻ mất bao nhiêu là chi phí vậy ngân hàng có bù lại số tiền cho tôi không??? cái thẻ tôi vẫ n đang chưa về lấy được vì công việc, anh có thể nhờ mấy nhân viên ở đó kiểm tra mà xem nhé. vì tôi chẳng thấy nhân viên đeo bảng hiệu hay sao ấy nên ko nhớ tên, anh cứ nói bọn đó xem lại cái camara là ra thôi mà.",negative,0,"vào lúc : 11 h21 ' ngày 06/09/2016 đã trừ của tôi 22.000 đ tiền_phí làm lại thẻ , trong khi đó tôi phải chạy_đi_chạy_lại để làm lại thẻ mất bao_nhiêu là chi_phí vậy ngân_hàng có bù lại số tiền cho tôi không ? cái thẻ tôi vẫ_n đang chưa về lấy_được vì công_việc , anh có_thể nhờ mấy nhân_viên ở đó kiểm_tra mà xem nhé . vì tôi chẳng thấy nhân_viên đeo bảng_hiệu hay sao ấy nên không nhớ tên , anh cứ nói_bọn đó xem_lại cái camara là ra thôi mà ."
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam cảm ơn,positive,2,bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam cảm_ơn
Cảm ơn ad,positive,2,cảm_ơn admin
"# Tetyeuthuong , chúc BIDV và mọi người có một năm mới an khang, phát đạt và hạnh phúc",positive,2,"tetyeuthuong , chúc_bidv và mọi người có một năm mới an_khang , phát_đạt và hạnh_phúc"
